w4mpro,w4sigmpro,w4snr,w4rchi2,w4mag_1,w4mag_2,w4mag_3,w4mag_4,w4mag_5,w4mag_6,w4mag_7,w4mag_8,w4mag_1_w4mag_2,w4mag_2_w4mag_3,w4mag_3_w4mag_4,w4mag_4_w4mag_5,w4mag_5_w4mag_6,w4mag_6_w4mag_7,w4mag_7_w4mag_8,class
8.533,0.308,3.5,1.009,8.352,8.457,7.958,7.567,7.313,7.138,7.043,6.969,0.10500000000000043,0.49900000000000055,0.391,0.25400000000000045,0.17499999999999982,0.09499999999999975,0.07399999999999984,fake
8.284,0.481,2.3,0.769,6.855,5.955,5.521,5.686,4.401,4.165,3.95,3.751,0.9000000000000004,0.43400000000000016,0.16500000000000004,1.2850000000000001,0.23599999999999977,0.21499999999999986,0.1990000000000003,fake
2.483,0.023,46.7,82.79,3.491,2.689,2.156,1.771,1.482,1.262,1.1,0.99,0.802,0.5329999999999999,0.38500000000000023,0.2889999999999999,0.21999999999999997,0.16199999999999992,0.1100000000000001,fake
7.391,0.168,6.5,0.949,7.906,7.061,6.461,5.992,5.623,5.338,5.125,4.981,0.8449999999999998,0.5999999999999996,0.4690000000000003,0.3689999999999998,0.28500000000000014,0.21300000000000008,0.14400000000000013,fake
8.082,0.276,3.9,0.9869,6.96,6.356,5.867,5.484,5.931,5.701,4.775,4.634,0.6040000000000001,0.4889999999999999,0.383,0.44700000000000006,0.23000000000000043,0.9259999999999993,0.14100000000000001,fake
7.063,0.171,6.3,1.371,7.231,6.405,5.852,5.439,5.114,4.844,4.619,4.427,0.8259999999999996,0.5529999999999999,0.41300000000000026,0.3250000000000002,0.2699999999999996,0.22500000000000053,0.19200000000000017,fake
6.984,0.166,6.5,4.195,7.337,6.219,5.339,4.591,4.012,3.65,3.45,3.332,1.1179999999999994,0.8799999999999999,0.7480000000000002,0.5790000000000006,0.36199999999999966,0.19999999999999973,0.11800000000000033,fake
8.669,0.395,2.7,0.9017,8.867,8.944,8.179,7.562,7.078,6.705,6.427,6.237,0.07699999999999996,0.7650000000000006,0.617,0.484,0.3730000000000002,0.27800000000000047,0.1899999999999995,fake
3.371,0.048,22.7,36.17,4.036,3.513,3.191,2.989,2.85,2.704,2.489,2.189,0.5229999999999997,0.32200000000000006,0.20199999999999996,0.1389999999999998,0.1459999999999999,0.2150000000000003,0.2999999999999998,fake
5.257,0.066,16.4,8.364,5.427,4.593,4.023,3.603,3.278,3.015,2.795,2.608,0.8339999999999996,0.5700000000000003,0.4199999999999995,0.3250000000000002,0.2629999999999999,0.2200000000000002,0.18699999999999983,fake
8.803,0.441,2.5,0.9262,8.957,8.497,8.29,8.167,8.022,7.927,9.064,7.674,0.46000000000000085,0.20700000000000074,0.12299999999999933,0.14499999999999957,0.09500000000000064,1.1370000000000005,1.3899999999999997,fake
7.827,0.253,4.3,0.9024,7.121,6.641,6.323,6.098,5.93,6.279,5.602,5.404,0.4800000000000004,0.3179999999999996,0.22500000000000053,0.16800000000000015,0.3490000000000002,0.6769999999999996,0.1980000000000004,fake
3.64,0.301,3.6,2.764,2.779,2.181,1.727,2.117,1.818,1.593,1.408,1.225,0.5979999999999999,0.45399999999999996,0.3899999999999999,0.29899999999999993,0.2250000000000001,0.18500000000000005,0.18299999999999983,fake
4.388,0.178,6.1,3.568,5.066,4.151,3.497,3.002,2.628,2.363,2.202,2.117,0.915,0.6539999999999999,0.4950000000000001,0.37399999999999967,0.2650000000000001,0.16100000000000003,0.08499999999999996,fake
8.488,0.37,2.9,1.058,8.623,7.856,7.345,6.952,6.643,6.398,6.192,6.01,0.7669999999999995,0.5110000000000001,0.3929999999999998,0.30900000000000016,0.2450000000000001,0.20599999999999952,0.18200000000000038,fake
7.418,0.132,8.2,2.061,7.583,6.602,5.836,5.233,4.818,4.547,4.333,4.127,0.9809999999999999,0.766,0.6030000000000006,0.41500000000000004,0.2709999999999999,0.21399999999999952,0.2060000000000004,fake
3.786,0.117,9.3,5.089,3.681,3.246,2.903,2.608,2.348,2.113,1.897,1.698,0.43500000000000005,0.34299999999999997,0.29499999999999993,0.26000000000000023,0.23499999999999988,0.21599999999999997,0.19900000000000007,fake
5.949,0.365,3.0,0.8279,4.894,4.386,3.999,3.685,3.414,3.166,2.923,2.68,0.508,0.387,0.31400000000000006,0.2709999999999999,0.24800000000000022,0.24299999999999988,0.24299999999999988,fake
8.52,0.373,2.9,0.9599,8.927,9.093,8.747,7.833,7.644,7.476,7.369,7.261,0.16600000000000037,0.3460000000000001,0.9139999999999997,0.18900000000000006,0.16800000000000015,0.1070000000000002,0.10799999999999965,fake
4.558,0.202,5.4,0.4881,4.057,3.527,3.133,2.825,2.578,2.374,2.2,2.051,0.5300000000000002,0.39400000000000013,0.30799999999999983,0.24700000000000033,0.20399999999999974,0.17399999999999993,0.14900000000000002,fake
6.253,0.062,17.6,1.77,7.049,6.265,5.72,5.367,5.141,4.999,4.921,4.886,0.7840000000000007,0.5449999999999999,0.35299999999999976,0.22599999999999998,0.14200000000000035,0.0779999999999994,0.03500000000000014,fake
8.124,0.513,2.1,0.9478,6.09,5.62,5.245,4.922,4.638,4.388,4.169,3.98,0.46999999999999975,0.375,0.3230000000000004,0.2839999999999998,0.25,0.2190000000000003,0.1889999999999996,fake
8.255,0.351,3.1,0.7631,9.324,8.821,8.562,7.883,7.967,8.06,8.857,7.746,0.5030000000000001,0.25900000000000034,0.6789999999999994,0.08399999999999963,0.09300000000000086,0.7969999999999988,1.1109999999999989,fake
5.727,0.167,6.5,1.387,5.309,4.711,4.959,4.602,4.348,4.164,4.028,3.156,0.5979999999999999,0.24799999999999933,0.3569999999999993,0.25400000000000045,0.18400000000000016,0.13600000000000012,0.8719999999999994,fake
3.29,0.158,6.9,1.381,3.808,3.012,2.492,2.133,1.881,1.702,1.571,1.469,0.7959999999999998,0.52,0.359,0.252,0.17900000000000005,0.131,0.10199999999999987,fake
2.997,0.038,28.2,39.7,3.784,2.939,2.336,1.871,1.468,1.087,0.718,0.362,0.8449999999999998,0.6030000000000002,0.46499999999999986,0.403,0.381,0.369,0.356,fake
4.729,0.053,20.6,14.9,6.394,5.957,5.612,5.319,5.059,4.824,4.608,4.409,0.4370000000000003,0.34499999999999975,0.29300000000000015,0.2599999999999998,0.23500000000000032,0.2160000000000002,0.19899999999999984,fake
8.78,0.483,2.2,0.9267,9.041,8.561,8.137,7.886,7.694,7.488,7.335,7.204,0.4800000000000004,0.4239999999999995,0.25100000000000033,0.19200000000000017,0.20599999999999952,0.15300000000000047,0.13100000000000023,fake
1.857,0.017,65.0,95.36,2.964,2.275,1.777,1.421,1.181,1.025,0.919,0.838,0.6890000000000001,0.498,0.35599999999999987,0.24,0.15600000000000014,0.10599999999999987,0.08100000000000007,fake
7.635,0.149,7.3,0.9997,8.446,7.735,7.243,6.894,6.619,6.39,6.221,6.124,0.7109999999999994,0.492,0.3490000000000002,0.27500000000000036,0.2290000000000001,0.1689999999999996,0.09700000000000042,fake
6.496,0.149,7.3,0.7101,6.286,5.855,5.561,5.36,5.215,5.052,4.837,4.638,0.43099999999999916,0.2940000000000005,0.20099999999999962,0.14500000000000046,0.16300000000000026,0.21499999999999986,0.19899999999999984,fake
7.798,0.19,5.7,1.042,8.021,7.101,6.312,5.571,4.911,4.303,3.757,3.361,0.9200000000000008,0.7889999999999997,0.7410000000000005,0.6600000000000001,0.6079999999999997,0.5459999999999998,0.3959999999999999,fake
8.082,0.27,4.0,0.8763,8.54,7.979,7.642,7.326,6.974,6.582,6.199,5.89,0.560999999999999,0.33699999999999974,0.3160000000000007,0.3519999999999994,0.39200000000000035,0.383,0.30900000000000016,fake
2.452,0.036,30.3,33.16,3.285,2.505,1.99,1.622,1.359,1.172,1.046,0.966,0.7800000000000002,0.5149999999999999,0.3679999999999999,0.2630000000000001,0.18700000000000006,0.1259999999999999,0.08000000000000007,fake
7.968,0.226,4.8,0.8504,8.083,7.569,7.934,7.672,6.684,6.469,6.28,6.114,0.5140000000000002,0.3650000000000002,0.26200000000000045,0.9879999999999995,0.21499999999999986,0.18900000000000006,0.16600000000000037,fake
4.292,0.086,12.7,0.9308,4.673,4.363,4.191,4.072,3.871,3.523,3.144,2.801,0.3099999999999996,0.1720000000000006,0.11899999999999977,0.20100000000000007,0.34799999999999986,0.379,0.34299999999999997,fake
7.276,0.134,8.1,2.318,8.628,8.197,7.852,7.56,7.303,7.069,6.454,5.307,0.43100000000000094,0.34499999999999886,0.2920000000000007,0.2569999999999997,0.23399999999999999,0.6150000000000002,1.1469999999999994,fake
7.399,0.12,9.0,1.12,7.217,7.35,6.787,6.417,6.216,6.095,6.012,5.179,0.133,0.5629999999999997,0.3700000000000001,0.20099999999999962,0.12100000000000044,0.08300000000000018,0.8329999999999993,fake
7.414,0.219,5.0,0.8535,6.201,5.661,5.241,4.898,4.616,4.379,4.172,3.989,0.54,0.41999999999999993,0.34299999999999997,0.28200000000000003,0.2370000000000001,0.20699999999999985,0.18299999999999983,fake
1.3,0.021,50.8,143.4,2.54,1.652,1.009,0.487,0.034,-0.375,-0.753,-1.106,0.8880000000000001,0.643,0.5219999999999999,0.45299999999999996,0.40900000000000003,0.378,0.3530000000000001,fake
3.752,0.14,7.8,3.493,3.336,2.739,2.291,2.63,2.304,2.031,1.79,1.564,0.597,0.44799999999999995,0.33899999999999997,0.32600000000000007,0.2729999999999997,0.2410000000000001,0.22599999999999998,fake
8.87,0.517,2.1,0.8462,9.075,8.592,8.343,8.252,11.195,7.992,7.776,7.577,0.48299999999999876,0.24900000000000055,0.0909999999999993,2.9429999999999996,3.2030000000000003,0.2160000000000002,0.19899999999999984,fake
2.694,0.075,14.5,7.816,3.862,3.0,2.353,1.836,1.409,1.047,0.73,0.443,0.8620000000000001,0.6469999999999998,0.5170000000000001,0.42700000000000005,0.3620000000000001,0.31699999999999995,0.287,fake
5.295,0.087,12.5,20.94,4.592,3.981,4.245,3.83,3.517,3.277,3.095,2.957,0.6109999999999998,0.26400000000000023,0.41500000000000004,0.31300000000000017,0.23999999999999977,0.18199999999999994,0.13800000000000034,fake
8.612,0.396,2.7,1.021,8.876,9.092,8.701,7.758,7.606,7.465,7.324,7.182,0.21600000000000108,0.391,0.9430000000000005,0.15200000000000014,0.14100000000000001,0.14100000000000001,0.14199999999999946,fake
3.197,0.176,6.2,1.917,2.32,1.784,1.378,1.051,0.788,0.575,0.4,0.254,0.5359999999999998,0.40600000000000014,0.32699999999999996,0.2629999999999999,0.21300000000000008,0.17499999999999993,0.14600000000000002,fake
8.606,0.316,3.4,1.135,7.6,7.076,6.666,6.326,6.05,5.821,5.619,5.46,0.524,0.40999999999999925,0.34000000000000075,0.2759999999999998,0.2290000000000001,0.20199999999999996,0.1589999999999998,fake
8.153,0.273,4.0,1.361,8.794,8.063,7.576,7.256,6.98,6.716,6.511,6.359,0.7309999999999999,0.487000000000001,0.3199999999999994,0.2759999999999998,0.26400000000000023,0.20500000000000007,0.15200000000000014,fake
6.365,0.068,16.1,1.512,7.082,6.384,5.942,5.659,5.48,5.372,5.308,5.261,0.6979999999999995,0.44200000000000017,0.28300000000000036,0.17899999999999938,0.10800000000000054,0.06400000000000006,0.04699999999999971,fake
7.121,0.118,9.2,1.041,7.005,6.468,6.084,5.794,5.567,5.391,5.267,5.179,0.5369999999999999,0.38400000000000034,0.29000000000000004,0.22699999999999942,0.17600000000000016,0.12399999999999967,0.08800000000000008,fake
5.015,0.045,23.9,7.251,5.551,4.809,4.32,3.961,3.673,3.426,3.199,2.978,0.742,0.4889999999999999,0.35900000000000043,0.2879999999999998,0.2469999999999999,0.2270000000000003,0.22099999999999964,fake
8.994,0.521,2.1,0.966,7.829,7.331,6.942,6.626,6.36,6.127,5.929,5.757,0.49799999999999933,0.38900000000000023,0.31599999999999984,0.266,0.23300000000000054,0.1979999999999995,0.1720000000000006,fake
6.682,0.233,4.7,1.026,7.078,6.256,5.71,5.317,5.028,4.812,4.655,4.544,0.8220000000000001,0.5460000000000003,0.3929999999999998,0.2890000000000006,0.2159999999999993,0.15700000000000003,0.11100000000000065,fake
7.277,0.158,6.9,1.234,7.791,6.952,6.408,6.02,5.731,5.518,5.356,5.227,0.8390000000000004,0.5439999999999996,0.3880000000000008,0.2889999999999997,0.21300000000000008,0.16199999999999992,0.12899999999999956,fake
8.53,0.365,3.0,1.07,8.8,8.433,8.156,7.872,7.614,7.407,7.235,7.098,0.3670000000000009,0.27699999999999925,0.2840000000000007,0.258,0.20699999999999985,0.1719999999999997,0.13700000000000045,fake
7.586,0.358,3.0,2.181,6.782,5.953,5.386,4.973,4.666,4.438,4.265,4.13,0.8289999999999997,0.5670000000000002,0.41300000000000026,0.3069999999999995,0.22800000000000065,0.17300000000000004,0.1349999999999998,fake
7.067,0.208,5.2,1.656,6.896,6.324,5.882,5.546,5.304,5.137,5.025,4.927,0.5720000000000001,0.44200000000000017,0.3359999999999994,0.242,0.1670000000000007,0.11199999999999921,0.09800000000000075,fake
8.194,0.535,2.0,0.5386,6.286,5.851,5.508,5.212,4.953,4.718,4.502,4.303,0.4349999999999996,0.34299999999999997,0.29600000000000026,0.25899999999999945,0.23500000000000032,0.2160000000000002,0.19899999999999984,fake
6.816,0.395,2.7,1.408,5.085,4.652,4.308,4.014,3.754,3.518,3.303,3.104,0.43299999999999983,0.3440000000000003,0.2939999999999996,0.26000000000000023,0.2360000000000002,0.21499999999999986,0.19899999999999984,fake
2.501,0.259,4.2,0.7256,1.729,1.143,0.699,0.355,0.833,-0.131,-0.303,-0.443,0.5860000000000001,0.44400000000000006,0.344,0.478,0.964,0.172,0.14,fake
5.183,0.078,14.0,5.158,5.677,4.85,4.288,3.881,3.577,3.344,3.164,3.028,0.827,0.5619999999999994,0.4070000000000005,0.3039999999999998,0.2330000000000001,0.17999999999999972,0.13600000000000012,fake
8.54,0.42,2.6,1.013,8.673,7.837,7.237,6.782,6.422,6.137,5.906,5.715,0.8360000000000003,0.5999999999999996,0.45500000000000007,0.3600000000000003,0.28500000000000014,0.23099999999999987,0.19099999999999984,fake
3.633,0.058,18.8,4.008,3.072,2.542,2.146,1.837,1.588,1.383,1.213,1.069,0.5300000000000002,0.3959999999999999,0.30899999999999994,0.2489999999999999,0.20500000000000007,0.16999999999999993,0.14400000000000013,fake
2.107,0.049,21.9,35.69,3.589,2.717,2.082,1.566,1.121,0.719,0.346,-0.004,0.8719999999999999,0.6350000000000002,0.5159999999999998,0.44500000000000006,0.402,0.373,0.35,fake
6.814,0.272,4.0,0.8991,5.223,4.724,4.338,4.016,3.737,3.489,3.268,3.075,0.49899999999999967,0.3860000000000001,0.32200000000000006,0.2789999999999999,0.24800000000000022,0.22100000000000009,0.19299999999999962,fake
6.216,0.098,11.1,0.8054,5.569,5.088,4.736,4.466,4.26,4.097,3.961,3.991,0.48099999999999987,0.3520000000000003,0.2699999999999996,0.2060000000000004,0.16299999999999937,0.13600000000000056,0.03000000000000025,fake
8.885,0.502,2.2,0.8181,9.207,8.746,8.413,8.206,8.06,7.946,7.793,7.617,0.4610000000000003,0.3330000000000002,0.20700000000000074,0.14599999999999902,0.11400000000000077,0.15299999999999958,0.17600000000000016,fake
7.911,0.226,4.8,0.9449,7.198,6.658,6.263,5.947,5.69,5.483,5.304,5.15,0.54,0.39500000000000046,0.31599999999999984,0.2569999999999997,0.20700000000000074,0.17899999999999938,0.15399999999999991,fake
5.442,0.077,14.0,5.222,6.088,5.208,4.585,4.105,3.71,3.378,3.1,2.866,0.8799999999999999,0.6230000000000002,0.47999999999999954,0.39500000000000046,0.33199999999999985,0.278,0.23399999999999999,fake
6.036,0.077,14.1,2.984,6.61,6.261,6.053,5.899,5.734,5.496,5.175,4.8,0.3490000000000002,0.20800000000000018,0.15399999999999991,0.16500000000000004,0.23799999999999955,0.3210000000000006,0.375,fake
4.069,0.068,15.9,7.561,4.661,3.855,3.304,2.892,2.571,2.314,2.107,1.938,0.8059999999999996,0.5510000000000002,0.4119999999999999,0.32099999999999973,0.2570000000000001,0.20699999999999985,0.16900000000000026,fake
3.33,0.076,14.3,14.19,4.212,3.779,3.437,3.142,2.882,4.424,2.132,1.644,0.43299999999999983,0.3420000000000001,0.29499999999999993,0.2599999999999998,1.5420000000000003,2.2920000000000003,0.4880000000000002,fake
7.607,0.406,2.7,0.6271,6.589,6.477,7.257,4.638,4.378,4.143,3.927,3.728,0.1120000000000001,0.7799999999999994,2.6189999999999998,0.2599999999999998,0.23500000000000032,0.21599999999999975,0.19899999999999984,fake
8.599,0.393,2.8,0.9248,8.834,8.353,8.042,7.804,7.65,7.535,7.403,7.273,0.48099999999999987,0.31099999999999994,0.23799999999999955,0.15399999999999991,0.11500000000000021,0.13200000000000056,0.1299999999999999,fake
6.541,0.106,10.3,0.5854,7.456,6.914,6.539,6.268,6.052,5.845,5.643,5.448,0.5420000000000007,0.375,0.2709999999999999,0.2160000000000002,0.20699999999999985,0.20199999999999996,0.1949999999999994,fake
7.969,0.241,4.5,0.9016,7.351,6.898,6.577,6.366,6.2,7.238,5.837,5.638,0.4530000000000003,0.32099999999999973,0.2110000000000003,0.16599999999999948,1.0380000000000003,1.4010000000000007,0.19899999999999984,fake
6.833,0.216,5.0,1.441,6.118,5.586,5.203,4.917,4.688,4.495,4.326,4.165,0.532,0.383,0.2860000000000005,0.2290000000000001,0.19299999999999962,0.16900000000000048,0.1609999999999996,fake
5.375,0.043,25.1,7.58,6.043,5.316,4.878,4.608,4.447,4.355,4.306,4.284,0.7270000000000003,0.4379999999999997,0.27000000000000046,0.1609999999999996,0.09199999999999964,0.04900000000000038,0.02200000000000024,fake
8.336,0.336,3.2,1.033,6.889,6.376,5.962,5.617,5.33,5.087,4.88,4.703,0.5129999999999999,0.4140000000000006,0.34499999999999975,0.2869999999999999,0.24300000000000033,0.20699999999999985,0.1769999999999996,fake
8.875,0.467,2.3,0.8957,7.776,7.23,6.803,6.45,6.167,5.936,5.747,5.592,0.5459999999999994,0.4270000000000005,0.35299999999999976,0.28300000000000036,0.23099999999999987,0.18900000000000006,0.15500000000000025,fake
8.366,0.332,3.3,1.452,7.516,6.579,5.879,5.307,4.826,4.416,4.061,3.743,0.9370000000000003,0.7000000000000002,0.5719999999999992,0.48100000000000076,0.40999999999999925,0.3550000000000004,0.31800000000000006,fake
8.609,0.48,2.3,1.028,8.748,8.834,8.425,8.142,7.866,7.621,7.394,7.239,0.0860000000000003,0.4089999999999989,0.28300000000000125,0.2759999999999998,0.24499999999999922,0.2270000000000003,0.15500000000000025,fake
7.803,0.239,4.5,0.7605,8.628,7.988,7.606,7.401,7.293,7.208,7.117,7.016,0.6399999999999997,0.38200000000000056,0.20500000000000007,0.10799999999999965,0.08499999999999996,0.09100000000000019,0.10099999999999998,fake
8.363,0.307,3.5,1.022,7.719,7.095,6.612,6.95,6.709,5.831,5.703,5.603,0.6240000000000006,0.48299999999999965,0.3380000000000001,0.24100000000000055,0.8779999999999992,0.1280000000000001,0.10000000000000053,fake
6.147,0.062,17.4,5.257,6.825,5.918,5.174,4.565,4.15,3.914,3.78,3.703,0.907,0.7439999999999998,0.609,0.41500000000000004,0.2360000000000002,0.13400000000000034,0.07699999999999996,fake
8.754,0.451,2.4,0.9287,8.643,8.08,8.365,7.994,7.739,7.585,6.709,6.565,0.5630000000000006,0.28500000000000014,0.37100000000000044,0.2549999999999999,0.15399999999999991,0.8760000000000003,0.14399999999999924,fake
3.255,0.04,27.4,50.67,3.765,2.855,2.196,1.697,1.295,0.948,0.635,0.35,0.9100000000000001,0.6589999999999998,0.4990000000000001,0.40200000000000014,0.347,0.31299999999999994,0.28500000000000003,fake
3.89,0.149,7.3,2.395,4.7,3.916,3.409,3.059,2.817,2.661,2.579,2.559,0.7840000000000003,0.5070000000000001,0.34999999999999964,0.242,0.15600000000000014,0.08199999999999985,0.020000000000000018,fake
7.876,0.197,5.5,1.031,8.878,8.342,7.92,7.618,7.421,7.167,6.875,6.689,0.5359999999999996,0.4220000000000006,0.3019999999999996,0.19700000000000006,0.25400000000000045,0.2919999999999998,0.18599999999999994,fake
5.759,0.116,9.4,1.229,6.532,5.744,5.219,4.879,4.684,4.598,4.611,4.737,0.7880000000000003,0.5249999999999995,0.34000000000000075,0.1949999999999994,0.0860000000000003,0.0129999999999999,0.12600000000000033,fake
8.934,0.522,2.1,1.004,8.714,8.339,8.118,7.999,7.816,7.58,7.366,7.168,0.375,0.22100000000000009,0.11900000000000066,0.18299999999999983,0.23599999999999977,0.2140000000000004,0.1979999999999995,fake
8.052,0.248,4.4,1.214,7.394,6.759,6.924,6.461,6.13,5.899,5.755,5.666,0.6349999999999998,0.16500000000000004,0.4630000000000001,0.3310000000000004,0.23099999999999987,0.14400000000000013,0.08899999999999952,fake
8.158,0.288,3.8,0.8813,8.699,7.946,7.435,7.038,6.664,6.339,6.097,5.9,0.7530000000000001,0.5110000000000001,0.39699999999999935,0.37400000000000055,0.3249999999999993,0.242,0.19700000000000006,fake
7.549,0.199,5.4,0.8463,6.744,6.161,5.704,6.043,5.694,5.428,5.223,5.066,0.5830000000000002,0.45699999999999985,0.3390000000000004,0.3490000000000002,0.266,0.20500000000000007,0.15700000000000003,fake
8.607,0.411,2.6,0.7389,8.574,7.701,7.144,6.773,6.517,6.337,6.206,6.094,0.8730000000000002,0.5569999999999995,0.37100000000000044,0.25599999999999934,0.1800000000000006,0.13099999999999934,0.1120000000000001,fake
6.509,0.094,11.5,0.8681,7.709,7.27,6.252,6.096,6.016,5.958,5.98,5.749,0.43900000000000006,1.0179999999999998,0.1559999999999997,0.08000000000000007,0.05799999999999983,0.02200000000000024,0.23100000000000076,fake
7.304,0.12,9.0,69.87,5.941,4.823,3.914,3.071,2.247,1.534,0.904,0.361,1.1179999999999994,0.9090000000000003,0.843,0.8240000000000003,0.7129999999999999,0.63,0.543,fake
8.475,0.359,3.0,0.9748,8.679,8.224,7.903,7.663,7.526,7.467,8.603,7.278,0.45500000000000007,0.3210000000000006,0.23999999999999932,0.13700000000000045,0.05900000000000016,1.1360000000000001,1.3250000000000002,fake
1.337,0.102,10.6,7.876,1.747,0.883,0.306,-0.09,-0.363,-0.549,-0.671,-0.741,0.8640000000000001,0.577,0.396,0.273,0.18600000000000005,0.122,0.06999999999999995,fake
8.758,0.503,2.2,0.8883,8.879,9.133,8.592,8.289,8.215,7.4,7.33,7.276,0.25399999999999956,0.5409999999999986,0.3030000000000008,0.07399999999999984,0.8149999999999995,0.07000000000000028,0.05400000000000027,fake
5.276,0.17,6.4,1.777,4.825,4.228,4.486,4.14,3.906,3.747,2.87,2.711,0.5970000000000004,0.258,0.3460000000000001,0.23399999999999954,0.15900000000000025,0.8769999999999998,0.15900000000000025,fake
7.016,0.104,10.4,1.385,7.689,6.94,6.462,6.15,5.956,5.857,5.825,5.021,0.7489999999999997,0.47800000000000065,0.3119999999999994,0.19399999999999995,0.0990000000000002,0.03200000000000003,0.8040000000000003,fake
7.289,0.15,7.2,0.7999,6.982,6.532,6.186,5.898,5.656,5.445,5.252,5.073,0.4500000000000002,0.3460000000000001,0.28800000000000026,0.242,0.2109999999999994,0.1930000000000005,0.17899999999999938,fake
7.283,0.117,9.3,0.9914,8.371,7.807,7.398,7.093,6.858,6.655,6.474,6.334,0.5640000000000001,0.4090000000000007,0.3049999999999997,0.23500000000000032,0.2029999999999994,0.18100000000000005,0.14000000000000057,fake
8.762,0.439,2.5,1.125,8.988,8.638,8.398,8.139,7.893,7.698,7.512,7.369,0.34999999999999964,0.2400000000000002,0.25900000000000034,0.24599999999999955,0.1949999999999994,0.18600000000000083,0.1429999999999998,fake
6.278,0.11,9.8,1.421,7.164,6.426,5.943,5.62,5.4,5.225,5.044,4.842,0.7379999999999995,0.48300000000000054,0.3229999999999995,0.21999999999999975,0.1750000000000007,0.18100000000000005,0.20199999999999996,fake
8.625,0.418,2.6,0.9589,9.065,8.386,7.973,7.648,7.402,7.222,7.064,6.916,0.6790000000000003,0.41299999999999937,0.3250000000000002,0.24599999999999955,0.17999999999999972,0.15800000000000036,0.1479999999999997,fake
5.766,0.119,9.1,2.121,6.135,5.314,4.762,4.356,4.045,3.802,3.613,3.469,0.8209999999999997,0.5520000000000005,0.4059999999999997,0.31099999999999994,0.24299999999999988,0.18900000000000006,0.14400000000000013,fake
6.538,0.166,6.5,10.68,5.917,5.317,5.6,5.318,4.409,4.257,4.121,3.99,0.5999999999999996,0.2829999999999995,0.28200000000000003,0.9089999999999998,0.15200000000000014,0.13599999999999923,0.13100000000000023,fake
8.523,0.391,2.8,0.9542,8.355,7.879,7.503,7.199,6.962,6.741,6.538,6.375,0.47600000000000087,0.37599999999999945,0.30400000000000027,0.2370000000000001,0.22100000000000009,0.2029999999999994,0.16300000000000026,fake
5.078,0.035,30.6,26.8,5.585,4.693,3.977,3.343,2.801,2.417,2.187,2.05,0.8920000000000003,0.7159999999999997,0.6339999999999999,0.5419999999999998,0.38400000000000034,0.22999999999999998,0.137,fake
2.974,0.087,12.4,7.004,2.785,2.182,1.702,1.995,1.561,1.183,0.844,0.534,0.6030000000000002,0.48,0.29300000000000015,0.43400000000000016,0.3779999999999999,0.3390000000000001,0.30999999999999994,fake
3.247,0.114,9.5,2.949,2.724,2.15,1.736,2.14,1.861,1.653,0.764,0.651,0.5740000000000003,0.4139999999999999,0.40400000000000014,0.27900000000000014,0.20799999999999996,0.889,0.11299999999999999,fake
5.743,0.235,4.6,1.143,4.99,4.38,4.62,4.2,3.86,3.555,3.269,3.007,0.6100000000000003,0.2400000000000002,0.41999999999999993,0.3400000000000003,0.3049999999999997,0.28600000000000003,0.262,fake
8.52,0.326,3.3,1.047,9.23,8.564,8.13,7.731,7.367,7.081,6.851,6.666,0.6660000000000004,0.4339999999999993,0.3990000000000009,0.3639999999999999,0.2859999999999996,0.23000000000000043,0.1849999999999996,fake
8.805,0.506,2.1,0.8538,8.523,8.123,7.831,7.851,7.399,7.165,6.949,6.75,0.40000000000000036,0.2919999999999989,0.019999999999999574,0.45199999999999996,0.23399999999999999,0.2160000000000002,0.19899999999999984,fake
5.666,0.131,8.3,1.049,5.168,4.621,4.203,3.865,3.582,3.34,3.132,2.954,0.5469999999999997,0.41800000000000015,0.3380000000000001,0.28300000000000036,0.242,0.20799999999999974,0.17799999999999994,fake
9.06,0.543,2.0,1.007,8.988,8.568,8.307,8.119,8.062,7.888,7.671,7.47,0.41999999999999993,0.26099999999999923,0.1880000000000006,0.057000000000000384,0.1739999999999995,0.21699999999999964,0.2010000000000005,fake
7.313,0.138,7.8,1.01,8.059,7.316,6.703,6.16,5.671,5.254,4.946,4.755,0.7429999999999994,0.6129999999999995,0.5430000000000001,0.4889999999999999,0.4170000000000007,0.30799999999999983,0.19099999999999984,fake
8.423,0.34,3.2,1.029,8.769,8.32,8.03,7.846,7.737,7.635,7.525,7.375,0.44899999999999984,0.2900000000000009,0.18399999999999928,0.10899999999999999,0.10200000000000031,0.10999999999999943,0.15000000000000036,fake
4.265,0.055,19.8,22.34,3.86,3.959,3.358,2.909,2.564,2.299,2.097,1.948,0.0990000000000002,0.601,0.4490000000000003,0.34499999999999975,0.2650000000000001,0.20199999999999996,0.14900000000000002,fake
8.55,0.482,2.3,0.834,8.213,7.603,7.82,7.404,7.084,6.84,6.646,6.505,0.6099999999999994,0.21700000000000053,0.41600000000000037,0.3200000000000003,0.24399999999999977,0.19399999999999995,0.14100000000000001,fake
7.847,0.2,5.4,1.049,7.419,6.848,6.424,6.828,6.549,5.602,5.422,5.268,0.5709999999999997,0.4239999999999995,0.4039999999999999,0.2789999999999999,0.9470000000000001,0.1800000000000006,0.15399999999999991,fake
